Fecha;Dem.Hoy;Dem.Ayer;Dem.SemanaAnt.;Dem.Prevista;Tem.Hoy;Tem.Ayer;Tem.SemanaAnt.;Tem.Prevista;Región
5/02/22 19:15;;1553;1373;;;29;32;;NEA
5/02/22 19:30;;1570;1348;;;29;31;;NEA
5/02/22 19:45;;1599;1369;;;27;30;;NEA
5/02/22 20:00;;1608;1402;1532;;27;29;;NEA
5/02/22 20:15;;1634;1453;;;27;29;;NEA
5/02/22 20:30;;1643;1490;;;27;28;;NEA
5/02/22 20:45;;1646;1498;;;27;28;;NEA
5/02/22 21:00;;1665;1502;1636;;27;27;;NEA
5/02/22 21:15;;1694;1501;;;27;27;;NEA
5/02/22 21:30;;1714;1504;;;27;26;;NEA
5/02/22 21:45;;1748;1502;;;26;26;;NEA
5/02/22 22:00;;1755;1503;1633;;26;25;;NEA
5/02/22 22:15;;1750;1491;;;25;24;;NEA
5/02/22 22:30;;1756;1486;;;25;24;;NEA
5/02/22 22:45;;1738;1483;;;25;24;;NEA
5/02/22 23:00;;1740;1477;1605;;25;23;;NEA
5/02/22 23:15;;1727;1472;;;25;23;;NEA
5/02/22 23:30;;1715;1468;;;25;23;;NEA
5/02/22 23:45;;1698;1456;;;24;22;;NEA
6/02/22 0:00;;1678;1450;1583;;24;22;;NEA
