id,anio,mes,pais,tipo,energia_mwh,fecha_proceso,lote_id_log,indice_tiempo
5263,2019,07,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2019-07
5264,2019,07,Paraguay,Importación,10131.612,2020-05-05 11:07:40.828862,67,2019-07
5265,2019,07,Uruguay,Importación,98603.15,2020-05-05 11:07:40.828862,67,2019-07
5266,2019,08,Brasil,Exportación,0,2020-05-05 11:07:40.828862,67,2019-08
5267,2019,08,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2019-08
5268,2019,08,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-08
5269,2019,08,Uruguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-08
5270,2019,08,Brasil,Importación,0,2020-05-05 11:07:40.828862,67,2019-08
5271,2019,08,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2019-08
5272,2019,08,Paraguay,Importación,8946.552,2020-05-05 11:07:40.828862,67,2019-08
5273,2019,08,Uruguay,Importación,341354.87,2020-05-05 11:07:40.828862,67,2019-08
5274,2019,09,Brasil,Exportación,93034.077,2020-05-05 11:07:40.828862,67,2019-09
5275,2019,09,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2019-09
5276,2019,09,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-09
5277,2019,09,Uruguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-09
5278,2019,09,Brasil,Importación,0,2020-05-05 11:07:40.828862,67,2019-09
5279,2019,09,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2019-09
5280,2019,09,Paraguay,Importación,9807.096,2020-05-05 11:07:40.828862,67,2019-09
5281,2019,09,Uruguay,Importación,60050.18,2020-05-05 11:07:40.828862,67,2019-09
5282,2019,10,Brasil,Exportación,69578.814,2020-05-05 11:07:40.828862,67,2019-10
5283,2019,10,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2019-10
5284,2019,10,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-10
5285,2019,10,Uruguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-10
5286,2019,10,Brasil,Importación,491.22,2020-05-05 11:07:40.828862,67,2019-10
5287,2019,10,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2019-10
5288,2019,10,Paraguay,Importación,12093.624,2020-05-05 11:07:40.828862,67,2019-10
5289,2019,10,Uruguay,Importación,248099.08,2020-05-05 11:07:40.828862,67,2019-10
5290,2019,11,Brasil,Exportación,49781.165,2020-05-05 11:07:40.828862,67,2019-11
5291,2019,11,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2019-11
5292,2019,11,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-11
5293,2019,11,Uruguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-11
5294,2019,11,Brasil,Importación,0,2020-05-05 11:07:40.828862,67,2019-11
5295,2019,11,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2019-11
5296,2019,11,Paraguay,Importación,11664.984,2020-05-05 11:07:40.828862,67,2019-11
5297,2019,11,Uruguay,Importación,355148.07,2020-05-05 11:07:40.828862,67,2019-11
5298,2019,12,Brasil,Exportación,0,2020-05-05 11:07:40.828862,67,2019-12
5299,2019,12,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2019-12
5300,2019,12,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-12
5301,2019,12,Uruguay,Exportación,0,2020-05-05 11:07:40.828862,67,2019-12
5302,2019,12,Brasil,Importación,31.914,2020-05-05 11:07:40.828862,67,2019-12
5303,2019,12,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2019-12
5304,2019,12,Paraguay,Importación,11705.556,2020-05-05 11:07:40.828862,67,2019-12
5305,2019,12,Uruguay,Importación,81781.93,2020-05-05 11:07:40.828862,67,2019-12
5306,2020,01,Brasil,Exportación,15.228,2020-05-05 11:07:40.828862,67,2020-01
5307,2020,01,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2020-01
5308,2020,01,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2020-01
5309,2020,01,Uruguay,Exportación,12458,2020-05-05 11:07:40.828862,67,2020-01
5310,2020,01,Brasil,Importación,0,2020-05-05 11:07:40.828862,67,2020-01
5311,2020,01,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2020-01
5312,2020,01,Paraguay,Importación,12819.618,2020-05-05 11:07:40.828862,67,2020-01
5313,2020,01,Uruguay,Importación,13966,2020-05-05 11:07:40.828862,67,2020-01
5314,2020,02,Brasil,Exportación,59.058,2020-05-05 11:07:40.828862,67,2020-02
5315,2020,02,Chile,Exportación,0,2020-05-05 11:07:40.828862,67,2020-02
5316,2020,02,Paraguay,Exportación,0,2020-05-05 11:07:40.828862,67,2020-02
5317,2020,02,Uruguay,Exportación,29925,2020-05-05 11:07:40.828862,67,2020-02
5318,2020,02,Brasil,Importación,54.288,2020-05-05 11:07:40.828862,67,2020-02
5319,2020,02,Chile,Importación,0,2020-05-05 11:07:40.828862,67,2020-02
5320,2020,02,Paraguay,Importación,11365.842,2020-05-05 11:07:40.828862,67,2020-02
5321,2020,02,Uruguay,Importación,26241,2020-05-05 11:07:40.828862,67,2020-02
